YEAR,MES,CCAA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2022,12,Canarias,America,Uruguay,86,763,8
2022,12,Canarias,America,Venezuela,696,6926,10
2022,12,Cantabria,America,Argentina,59,478,8
2022,12,Cantabria,America,Brasil,105,1103,10
2022,12,Cantabria,America,Canada,44,405,9
2022,12,Cantabria,America,Colombia,271,2818,10
2022,12,Cantabria,America,Estados Unidos de America,442,3978,9
2022,12,Cantabria,America,Mexico,262,1467,5
2022,12,Cantabria,America,Peru,83,921,11
2022,12,Cantabria,America,Venezuela,32,406,12
2022,12,Castilla - La Mancha,America,Argentina,309,1403,4
2022,12,Castilla - La Mancha,America,Brasil,282,1999,7
2022,12,Castilla - La Mancha,America,Canada,87,508,5
2022,12,Castilla - La Mancha,America,Chile,77,475,6
2022,12,Castilla - La Mancha,America,Colombia,1106,11263,10
2022,12,Castilla - La Mancha,America,Ecuador,63,668,10
2022,12,Castilla - La Mancha,America,Estados Unidos de America,1287,11642,9
2022,12,Castilla - La Mancha,America,Guatemala,40,272,6
2022,12,Castilla - La Mancha,America,Honduras,48,459,9
2022,12,Castilla - La Mancha,America,Mexico,745,3690,5
2022,12,Castilla - La Mancha,America,Nicaragua,43,365,8
2022,12,Castilla - La Mancha,America,Panama,35,353,10
2022,12,Castilla - La Mancha,America,Paraguay,100,729,7
2022,12,Castilla - La Mancha,America,Peru,296,3035,10
2022,12,Castilla - La Mancha,America,Venezuela,155,1731,11
2022,12,Castilla y Leon,America,Argentina,267,1764,6
2022,12,Castilla y Leon,America,Bolivia,36,260,7
2022,12,Castilla y Leon,America,Brasil,686,4718,6
2022,12,Castilla y Leon,America,Canada,115,718,6
2022,12,Castilla y Leon,America,Chile,114,724,6
2022,12,Castilla y Leon,America,Colombia,982,9569,9
2022,12,Castilla y Leon,America,Costa Rica,35,344,9
2022,12,Castilla y Leon,America,Ecuador,80,608,7
2022,12,Castilla y Leon,America,Estados Unidos de America,2081,19604,9
2022,12,Castilla y Leon,America,Guatemala,48,351,7
2022,12,Castilla y Leon,America,Honduras,60,531,8
2022,12,Castilla y Leon,America,Mexico,1042,5869,5
2022,12,Castilla y Leon,America,Nicaragua,36,331,9
2022,12,Castilla y Leon,America,Panama,49,669,13
2022,12,Castilla y Leon,America,Paraguay,72,533,7
2022,12,Castilla y Leon,America,Peru,231,2563,11
2022,12,Castilla y Leon,America,Republica Dominicana,42,338,8
2022,12,Castilla y Leon,America,Uruguay,36,304,8
2022,12,Castilla y Leon,America,Venezuela,126,1472,11
2022,12,Cataluna,America,Argentina,5786,37868,6
2022,12,Cataluna,America,Bolivia,205,1673,8
2022,12,Cataluna,America,Brasil,7820,56920,7
2022,12,Cataluna,America,Canada,4457,22793,5
2022,12,Cataluna,America,Chile,1507,8895,5
2022,12,Cataluna,America,Colombia,6823,54056,7
2022,12,Cataluna,America,Costa Rica,193,1023,5
2022,12,Cataluna,America,Cuba,56,378,6
2022,12,Cataluna,America,Ecuador,636,5241,8
2022,12,Cataluna,America,El Salvador,132,1146,8
2022,12,Cataluna,America,Estados Unidos de America,41145,232965,5
2022,12,Cataluna,America,Guatemala,284,1602,5
2022,12,Cataluna,America,Honduras,817,6949,8
2022,12,Cataluna,America,Mexico,9850,48899,5
2022,12,Cataluna,America,Nicaragua,90,673,7
2022,12,Cataluna,America,Panama,282,1883,6
2022,12,Cataluna,America,Paraguay,648,4750,7
2022,12,Cataluna,America,Peru,2701,26477,9
2022,12,Cataluna,America,Republica Dominicana,244,1627,6
2022,12,Cataluna,America,Uruguay,303,2442,8
2022,12,Cataluna,America,Venezuela,843,8647,10
2022,12,Ceuta,America,Estados Unidos de America,579,1563,2
2022,12,Comunidad Foral de Navarra,America,Argentina,96,749,7
2022,12,Comunidad Foral de Navarra,America,Brasil,142,1193,8
2022,12,Comunidad Foral de Navarra,America,Canada,31,270,8
2022,12,Comunidad Foral de Navarra,America,Chile,37,381,10
2022,12,Comunidad Foral de Navarra,America,Colombia,344,3440,10
2022,12,Comunidad Foral de Navarra,America,Ecuador,58,545,9
2022,12,Comunidad Foral de Navarra,America,Estados Unidos de America,488,3953,8
2022,12,Comunidad Foral de Navarra,America,Mexico,280,1792,6
2022,12,Comunidad Foral de Navarra,America,Peru,86,1084,12
2022,12,Comunidad de Madrid,America,Argentina,12563,51508,4
2022,12,Comunidad de Madrid,America,Bolivia,279,1200,4
2022,12,Comunidad de Madrid,America,Brasil,12948,84162,6
2022,12,Comunidad de Madrid,America,Canada,3175,15875,5
2022,12,Comunidad de Madrid,America,Chile,2461,10828,4
2022,12,Comunidad de Madrid,America,Colombia,15413,95561,6
2022,12,Comunidad de Madrid,America,Costa Rica,461,1936,4
2022,12,Comunidad de Madrid,America,Cuba,63,353,5
2022,12,Comunidad de Madrid,America,Ecuador,1763,9873,5
2022,12,Comunidad de Madrid,America,El Salvador,338,2129,6
2022,12,Comunidad de Madrid,America,Estados Unidos de America,45190,280178,6
2022,12,Comunidad de Madrid,America,Guatemala,996,4283,4
2022,12,Comunidad de Madrid,America,Honduras,869,4519,5
2022,12,Comunidad de Madrid,America,Mexico,25239,103480,4
2022,12,Comunidad de Madrid,America,Nicaragua,301,2017,6
2022,12,Comunidad de Madrid,America,Panama,718,4882,6
2022,12,Comunidad de Madrid,America,Paraguay,1850,12025,6
2022,12,Comunidad de Madrid,America,Peru,9561,57366,6
2022,12,Comunidad de Madrid,America,Republica Dominicana,1071,5355,5
2022,12,Comunidad de Madrid,America,Uruguay,2131,7672,3
2022,12,Comunidad de Madrid,America,Venezuela,2855,23697,8
2022,12,Comunitat Valenciana,America,Argentina,1674,15235,9
2022,12,Comunitat Valenciana,America,Bolivia,42,194,4
2022,12,Comunitat Valenciana,America,Brasil,1321,12809,9
2022,12,Comunitat Valenciana,America,Canada,954,7355,7
2022,12,Comunitat Valenciana,America,Chile,341,2569,7
2022,12,Comunitat Valenciana,America,Colombia,4207,41562,9
2022,12,Comunitat Valenciana,America,Costa Rica,42,438,10
2022,12,Comunitat Valenciana,America,Ecuador,245,2131,8
2022,12,Comunitat Valenciana,America,Estados Unidos de America,7441,67344,9
2022,12,Comunitat Valenciana,America,Guatemala,53,448,8
2022,12,Comunitat Valenciana,America,Honduras,218,1785,8
2022,12,Comunitat Valenciana,America,Mexico,1846,12755,6
2022,12,Comunitat Valenciana,America,Nicaragua,39,312,8
2022,12,Comunitat Valenciana,America,Panama,112,999,8
2022,12,Comunitat Valenciana,America,Paraguay,179,1488,8
2022,12,Comunitat Valenciana,America,Peru,407,4641,11
2022,12,Comunitat Valenciana,America,Republica Dominicana,49,283,5
2022,12,Comunitat Valenciana,America,Uruguay,140,1508,10
2022,12,Comunitat Valenciana,America,Venezuela,516,5773,11
2022,12,Extremadura,America,Argentina,71,563,7
2022,12,Extremadura,America,Brasil,355,2680,7
2022,12,Extremadura,America,Canada,31,147,4
2022,12,Extremadura,America,Colombia,209,1986,9
2022,12,Extremadura,America,Estados Unidos de America,574,6146,10
2022,12,Extremadura,America,Mexico,215,1539,7
2022,12,Extremadura,America,Nicaragua,38,375,9
2022,12,Extremadura,America,Peru,31,177,5
2022,12,Galicia,America,Argentina,426,4100,9
2022,12,Galicia,America,Brasil,1660,12594,7
2022,12,Galicia,America,Canada,961,10299,10
2022,12,Galicia,America,Chile,97,582,6
2022,12,Galicia,America,Colombia,824,8594,10
2022,12,Galicia,America,Ecuador,32,229,7
2022,12,Galicia,America,Estados Unidos de America,3141,42866,13
2022,12,Galicia,America,Mexico,1284,7957,6
2022,12,Galicia,America,Panama,76,623,8
2022,12,Galicia,America,Paraguay,53,295,5
2022,12,Galicia,America,Peru,226,2052,9
2022,12,Galicia,America,Uruguay,97,924,9
2022,12,Galicia,America,Venezuela,349,3878,11
2022,12,Illes Balears,America,Argentina,546,4805,8
2022,12,Illes Balears,America,Brasil,291,1950,6
2022,12,Illes Balears,America,Canada,312,1872,6
2022,12,Illes Balears,America,Chile,63,548,8
2022,12,Illes Balears,America,Colombia,997,11067,11
2022,12,Illes Balears,America,Ecuador,58,423,7
2022,12,Illes Balears,America,Estados Unidos de America,3180,19080,6
2022,12,Illes Balears,America,Mexico,436,2747,6
2022,12,Illes Balears,America,Nicaragua,35,273,7
2022,12,Illes Balears,America,Paraguay,204,1489,7
2022,12,Illes Balears,America,Peru,112,1109,9
2022,12,Illes Balears,America,Republica Dominicana,30,180,6
2022,12,Illes Balears,America,Uruguay,45,414,9
2022,12,Illes Balears,America,Venezuela,43,632,14
2022,12,La Rioja,America,Argentina,32,189,5
2022,12,La Rioja,America,Brasil,47,550,11
2022,12,La Rioja,America,Colombia,214,2461,11
2022,12,La Rioja,America,Estados Unidos de America,232,2227,9
2022,12,La Rioja,America,Mexico,98,529,5
2022,12,Pais Vasco,America,Argentina,338,2673,7
2022,12,Pais Vasco,America,Bolivia,30,256,8
2022,12,Pais Vasco,America,Brasil,478,3984,8
2022,12,Pais Vasco,America,Canada,233,1323,5
2022,12,Pais Vasco,America,Chile,113,652,5
2022,12,Pais Vasco,America,Colombia,1132,11082,9
2022,12,Pais Vasco,America,Ecuador,66,626,9
2022,12,Pais Vasco,America,Estados Unidos de America,2704,20119,7
2022,12,Pais Vasco,America,Guatemala,42,328,7
2022,12,Pais Vasco,America,Honduras,116,835,7
2022,12,Pais Vasco,America,Mexico,1051,7065,6
2022,12,Pais Vasco,America,Nicaragua,153,1260,8
2022,12,Pais Vasco,America,Panama,30,306,10
2022,12,Pais Vasco,America,Paraguay,127,1019,8
2022,12,Pais Vasco,America,Peru,162,1577,9
2022,12,Pais Vasco,America,Venezuela,96,1376,14
2022,12,Principado de Asturias,America,Argentina,143,1201,8
2022,12,Principado de Asturias,America,Brasil,142,1221,8
2022,12,Principado de Asturias,America,Chile,54,340,6
2022,12,Principado de Asturias,America,Colombia,353,3001,8
2022,12,Principado de Asturias,America,Estados Unidos de America,761,7534,9
2022,12,Principado de Asturias,America,Mexico,614,4175,6
2022,12,Principado de Asturias,America,Paraguay,69,476,6
2022,12,Principado de Asturias,America,Peru,43,353,8
2022,12,Principado de Asturias,America,Venezuela,64,800,12
2022,12,Region de Murcia,America,Argentina,85,604,7
2022,12,Region de Murcia,America,Brasil,169,1538,9
2022,12,Region de Murcia,America,Canada,49,338,6
2022,12,Region de Murcia,America,Colombia,611,6599,10
2022,12,Region de Murcia,America,Ecuador,137,1329,9
2022,12,Region de Murcia,America,Estados Unidos de America,894,8314,9
2022,12,Region de Murcia,America,Honduras,30,240,8
2022,12,Region de Murcia,America,Mexico,197,1497,7
2022,12,Region de Murcia,America,Nicaragua,47,390,8
2022,12,Region de Murcia,America,Paraguay,61,537,8
2022,12,Region de Murcia,America,Peru,49,691,14
2022,12,Region de Murcia,America,Venezuela,34,296,8
2023,1,Andalucia,America,Argentina,2792,29014,10
2023,1,Andalucia,America,Bolivia,48,487,10
2023,1,Andalucia,America,Brasil,2599,18613,7
2023,1,Andalucia,America,Canada,6206,41535,6
2023,1,Andalucia,America,Chile,608,4644,7
2023,1,Andalucia,America,Colombia,3092,37888,12
2023,1,Andalucia,America,Costa Rica,92,1024,11
2023,1,Andalucia,America,Ecuador,251,2964,11
2023,1,Andalucia,America,El Salvador,57,683,12
2023,1,Andalucia,America,Estados Unidos de America,26032,194774,7
2023,1,Andalucia,America,Guatemala,101,1113,11
2023,1,Andalucia,America,Honduras,143,1373,9
2023,1,Andalucia,America,Mexico,2734,20275,7
2023,1,Andalucia,America,Nicaragua,227,2042,9
2023,1,Andalucia,America,Panama,234,2243,9
2023,1,Andalucia,America,Paraguay,474,4002,8
2023,1,Andalucia,America,Peru,439,5390,12
2023,1,Andalucia,America,Republica Dominicana,113,995,8
2023,1,Andalucia,America,Uruguay,170,1946,11
2023,1,Andalucia,America,Venezuela,450,6890,15
2023,1,Aragon,America,Argentina,218,1963,9
2023,1,Aragon,America,Brasil,186,1817,9
2023,1,Aragon,America,Canada,78,602,7
2023,1,Aragon,America,Chile,76,665,8
2023,1,Aragon,America,Colombia,699,9080,13
2023,1,Aragon,America,Costa Rica,30,246,8
2023,1,Aragon,America,Ecuador,81,983,12
2023,1,Aragon,America,Estados Unidos de America,1498,15240,10
2023,1,Aragon,America,Honduras,38,408,10
2023,1,Aragon,America,Mexico,340,2678,7
2023,1,Aragon,America,Nicaragua,146,1573,10
2023,1,Aragon,America,Panama,38,391,10
2023,1,Aragon,America,Peru,112,1419,12
2023,1,Aragon,America,Republica Dominicana,40,421,10
2023,1,Aragon,America,Venezuela,122,2159,17
2023,1,Canarias,America,Argentina,538,6078,11
2023,1,Canarias,America,Brasil,737,6024,8
2023,1,Canarias,America,Canada,2021,14156,7
2023,1,Canarias,America,Chile,167,1386,8
2023,1,Canarias,America,Colombia,1614,20653,12
2023,1,Canarias,America,Ecuador,64,737,11
2023,1,Canarias,America,Estados Unidos de America,7063,58464,8
2023,1,Canarias,America,Honduras,49,450,9
2023,1,Canarias,America,Mexico,356,2784,7
2023,1,Canarias,America,Panama,83,856,10
2023,1,Canarias,America,Paraguay,74,640,8
2023,1,Canarias,America,Peru,54,579,10
2023,1,Canarias,America,Uruguay,125,1671,13
2023,1,Canarias,America,Venezuela,707,9708,13
2023,1,Cantabria,America,Argentina,65,787,12
2023,1,Cantabria,America,Brasil,103,1112,10
2023,1,Cantabria,America,Canada,63,479,7
2023,1,Cantabria,America,Chile,36,367,10
2023,1,Cantabria,America,Colombia,311,3856,12
2023,1,Cantabria,America,Estados Unidos de America,662,6355,9
2023,1,Cantabria,America,Mexico,228,2303,10
2023,1,Cantabria,America,Peru,61,708,11
2023,1,Cantabria,America,Venezuela,30,432,14
2023,1,Castilla - La Mancha,America,Argentina,290,2344,8
2023,1,Castilla - La Mancha,America,Bolivia,36,260,7
2023,1,Castilla - La Mancha,America,Brasil,235,1703,7
2023,1,Castilla - La Mancha,America,Canada,159,1007,6
2023,1,Castilla - La Mancha,America,Chile,102,781,7
2023,1,Castilla - La Mancha,America,Colombia,1227,14971,12
2023,1,Castilla - La Mancha,America,Ecuador,93,833,9
2023,1,Castilla - La Mancha,America,Estados Unidos de America,2030,18228,9
2023,1,Castilla - La Mancha,America,Guatemala,36,356,9
2023,1,Castilla - La Mancha,America,Honduras,41,477,11
2023,1,Castilla - La Mancha,America,Mexico,562,3648,6
2023,1,Castilla - La Mancha,America,Nicaragua,30,246,8
2023,1,Castilla - La Mancha,America,Panama,50,521,10
2023,1,Castilla - La Mancha,America,Paraguay,105,800,7
2023,1,Castilla - La Mancha,America,Peru,216,2466,11
2023,1,Castilla - La Mancha,America,Republica Dominicana,42,317,7
2023,1,Castilla - La Mancha,America,Uruguay,35,303,8
2023,1,Castilla - La Mancha,America,Venezuela,159,1979,12
2023,1,Castilla y Leon,America,Argentina,315,2524,8
2023,1,Castilla y Leon,America,Brasil,642,4446,6
2023,1,Castilla y Leon,America,Canada,230,1943,8
2023,1,Castilla y Leon,America,Chile,176,1554,8
2023,1,Castilla y Leon,America,Colombia,1174,14823,12
2023,1,Castilla y Leon,America,Costa Rica,35,420,12
2023,1,Castilla y Leon,America,Ecuador,91,1095,12
2023,1,Castilla y Leon,America,El Salvador,38,359,9
2023,1,Castilla y Leon,America,Estados Unidos de America,2664,24274,9
2023,1,Castilla y Leon,America,Guatemala,54,607,11
2023,1,Castilla y Leon,America,Honduras,54,633,11
2023,1,Castilla y Leon,America,Mexico,858,5895,6
2023,1,Castilla y Leon,America,Nicaragua,35,320,9
2023,1,Castilla y Leon,America,Panama,70,791,11
2023,1,Castilla y Leon,America,Paraguay,72,554,7
2023,1,Castilla y Leon,America,Peru,190,2271,12
2023,1,Castilla y Leon,America,Republica Dominicana,62,412,6
2023,1,Castilla y Leon,America,Uruguay,56,598,10
2023,1,Castilla y Leon,America,Venezuela,146,2314,15
2023,1,Cataluna,America,Argentina,6995,54580,7
2023,1,Cataluna,America,Bolivia,222,1921,8
2023,1,Cataluna,America,Brasil,7659,56256,7
2023,1,Cataluna,America,Canada,5905,34504,5
2023,1,Cataluna,America,Chile,1699,12021,7
2023,1,Cataluna,America,Colombia,7932,79874,10
2023,1,Cataluna,America,Costa Rica,283,2306,8
2023,1,Cataluna,America,Cuba,66,575,8
2023,1,Cataluna,America,Ecuador,734,6832,9
2023,1,Cataluna,America,El Salvador,158,1516,9
2023,1,Cataluna,America,Estados Unidos de America,36905,241262,6
2023,1,Cataluna,America,Guatemala,231,2001,8
2023,1,Cataluna,America,Honduras,772,7802,10
2023,1,Cataluna,America,Mexico,7598,44789,5
2023,1,Cataluna,America,Nicaragua,103,877,8
2023,1,Cataluna,America,Panama,450,4038,9
2023,1,Cataluna,America,Paraguay,743,5647,7
2023,1,Cataluna,America,Peru,2052,20618,10
2023,1,Cataluna,America,Republica Dominicana,403,3361,8
2023,1,Cataluna,America,Uruguay,460,4394,9
2023,1,Cataluna,America,Venezuela,1040,15286,14
2023,1,Ceuta,America,Brasil,45,185,4
2023,1,Ceuta,America,Estados Unidos de America,731,1974,2
2023,1,Comunidad Foral de Navarra,America,Argentina,96,749,7
2023,1,Comunidad Foral de Navarra,America,Brasil,91,801,8
2023,1,Comunidad Foral de Navarra,America,Canada,73,504,6
2023,1,Comunidad Foral de Navarra,America,Chile,56,448,8
2023,1,Comunidad Foral de Navarra,America,Colombia,415,6433,15
2023,1,Comunidad Foral de Navarra,America,Ecuador,88,871,9
2023,1,Comunidad Foral de Navarra,America,Estados Unidos de America,815,8558,10
2023,1,Comunidad Foral de Navarra,America,Mexico,238,1904,8
2023,1,Comunidad Foral de Navarra,America,Peru,91,1110,12
2023,1,Comunidad Foral de Navarra,America,Venezuela,34,398,11
2023,1,Comunidad de Madrid,America,Argentina,13083,83731,6
2023,1,Comunidad de Madrid,America,Bolivia,207,1573,7
2023,1,Comunidad de Madrid,America,Brasil,13057,78342,6
2023,1,Comunidad de Madrid,America,Canada,4362,27917,6
2023,1,Comunidad de Madrid,America,Chile,2552,12505,4
2023,1,Comunidad de Madrid,America,Colombia,13699,117811,8
2023,1,Comunidad de Madrid,America,Costa Rica,698,3630,5
2023,1,Comunidad de Madrid,America,Cuba,72,425,5
2023,1,Comunidad de Madrid,America,Ecuador,1353,11501,8
2023,1,Comunidad de Madrid,America,El Salvador,314,2292,7
2023,1,Comunidad de Madrid,America,Estados Unidos de America,37393,287926,7
2023,1,Comunidad de Madrid,America,Guatemala,890,5696,6
2023,1,Comunidad de Madrid,America,Honduras,767,6366,8
2023,1,Comunidad de Madrid,America,Mexico,19363,96815,5
2023,1,Comunidad de Madrid,America,Nicaragua,260,2158,8
2023,1,Comunidad de Madrid,America,Panama,1019,7846,7
2023,1,Comunidad de Madrid,America,Paraguay,1665,11322,6
2023,1,Comunidad de Madrid,America,Peru,7001,53908,7
2023,1,Comunidad de Madrid,America,Republica Dominicana,2327,16056,6
2023,1,Comunidad de Madrid,America,Uruguay,1802,7568,4
2023,1,Comunidad de Madrid,America,Venezuela,2841,34092,12
2023,1,Comunitat Valenciana,America,Argentina,1928,22211,11
2023,1,Comunitat Valenciana,America,Bolivia,53,549,10
2023,1,Comunitat Valenciana,America,Brasil,741,7701,10
2023,1,Comunitat Valenciana,America,Canada,1746,14451,8
2023,1,Comunitat Valenciana,America,Chile,372,2915,7
2023,1,Comunitat Valenciana,America,Colombia,4458,59471,13
2023,1,Comunitat Valenciana,America,Costa Rica,58,662,11
2023,1,Comunitat Valenciana,America,Ecuador,352,3611,10
2023,1,Comunitat Valenciana,America,Estados Unidos de America,8392,78873,9
2023,1,Comunitat Valenciana,America,Guatemala,64,678,10
2023,1,Comunitat Valenciana,America,Honduras,175,2219,12
2023,1,Comunitat Valenciana,America,Mexico,1474,11132,7
2023,1,Comunitat Valenciana,America,Nicaragua,41,409,10
2023,1,Comunitat Valenciana,America,Panama,167,1874,11
2023,1,Comunitat Valenciana,America,Paraguay,175,1510,8
2023,1,Comunitat Valenciana,America,Peru,402,4786,11
2023,1,Comunitat Valenciana,America,Republica Dominicana,78,694,8
2023,1,Comunitat Valenciana,America,Uruguay,174,2245,12
2023,1,Comunitat Valenciana,America,Venezuela,659,9559,14
2023,1,Extremadura,America,Argentina,89,866,9
2023,1,Extremadura,America,Brasil,238,1375,5
2023,1,Extremadura,America,Canada,69,394,5
2023,1,Extremadura,America,Chile,42,229,5
2023,1,Extremadura,America,Colombia,245,2969,12
2023,1,Extremadura,America,Estados Unidos de America,852,8063,9
2023,1,Extremadura,America,Mexico,159,1157,7
2023,1,Extremadura,America,Nicaragua,37,304,8
2023,1,Extremadura,America,Peru,31,490,15
2023,1,Galicia,America,Argentina,569,6665,11
2023,1,Galicia,America,Brasil,1186,9797,8
2023,1,Galicia,America,Canada,1567,16950,10
2023,1,Galicia,America,Chile,122,1081,8
2023,1,Galicia,America,Colombia,875,11331,12
2023,1,Galicia,America,Ecuador,68,800,11
2023,1,Galicia,America,Estados Unidos de America,4569,65531,14
2023,1,Galicia,America,Guatemala,35,404,11
2023,1,Galicia,America,Mexico,957,7714,8
2023,1,Galicia,America,Panama,110,1442,13
2023,1,Galicia,America,Paraguay,56,464,8
2023,1,Galicia,America,Peru,190,2278,12
2023,1,Galicia,America,Uruguay,150,1898,12
2023,1,Galicia,America,Venezuela,460,6301,13
2023,1,Illes Balears,America,Argentina,561,6339,11
2023,1,Illes Balears,America,Brasil,216,1598,7
2023,1,Illes Balears,America,Canada,543,3421,6
2023,1,Illes Balears,America,Chile,97,844,8
2023,1,Illes Balears,America,Colombia,1018,13234,13
2023,1,Illes Balears,America,Ecuador,77,916,11
2023,1,Illes Balears,America,Estados Unidos de America,3014,22605,7
2023,1,Illes Balears,America,Mexico,387,2709,7
2023,1,Illes Balears,America,Nicaragua,30,345,11
2023,1,Illes Balears,America,Paraguay,197,1694,8
2023,1,Illes Balears,America,Peru,65,858,13
2023,1,Illes Balears,America,Republica Dominicana,48,432,9
2023,1,Illes Balears,America,Uruguay,57,804,14
2023,1,Illes Balears,America,Venezuela,64,1094,17
2023,1,La Rioja,America,Argentina,58,551,9
2023,1,La Rioja,America,Canada,30,228,7
2023,1,La Rioja,America,Colombia,235,2820,12
2023,1,La Rioja,America,Estados Unidos de America,291,2706,9
2023,1,La Rioja,America,Mexico,75,458,6
2023,1,Pais Vasco,America,Argentina,379,3275,8
2023,1,Pais Vasco,America,Bolivia,35,312,8
2023,1,Pais Vasco,America,Brasil,382,3491,9
2023,1,Pais Vasco,America,Canada,337,2305,6
2023,1,Pais Vasco,America,Chile,159,1157,7
2023,1,Pais Vasco,America,Colombia,1226,14759,12
2023,1,Pais Vasco,America,Ecuador,87,708,8
2023,1,Pais Vasco,America,Estados Unidos de America,2943,26002,8
2023,1,Pais Vasco,America,Guatemala,51,477,9
2023,1,Pais Vasco,America,Honduras,111,1016,9
2023,1,Pais Vasco,America,Mexico,817,6671,8
2023,1,Pais Vasco,America,Nicaragua,152,1360,8
2023,1,Pais Vasco,America,Panama,52,524,10
2023,1,Pais Vasco,America,Paraguay,145,1036,7
2023,1,Pais Vasco,America,Peru,159,2004,12
2023,1,Pais Vasco,America,Republica Dominicana,42,349,8
2023,1,Pais Vasco,America,Uruguay,41,495,12
2023,1,Pais Vasco,America,Venezuela,110,1430,13
2023,1,Principado de Asturias,America,Argentina,185,2220,12
2023,1,Principado de Asturias,America,Brasil,119,1250,10
2023,1,Principado de Asturias,America,Canada,54,421,7
2023,1,Principado de Asturias,America,Chile,59,608,10
2023,1,Principado de Asturias,America,Colombia,370,4736,12
2023,1,Principado de Asturias,America,Ecuador,34,428,12
2023,1,Principado de Asturias,America,Estados Unidos de America,864,8986,10
2023,1,Principado de Asturias,America,Mexico,508,4064,8
2023,1,Principado de Asturias,America,Paraguay,63,725,11
2023,1,Principado de Asturias,America,Peru,41,508,12
2023,1,Principado de Asturias,America,Venezuela,65,1112,17
2023,1,Region de Murcia,America,Argentina,89,1068,12
2023,1,Region de Murcia,America,Brasil,60,738,12
2023,1,Region de Murcia,America,Canada,97,1086,11
2023,1,Region de Murcia,America,Chile,33,389,11
2023,1,Region de Murcia,America,Colombia,672,9408,14
2023,1,Region de Murcia,America,Ecuador,161,1948,12
2023,1,Region de Murcia,America,Estados Unidos de America,1292,12920,10
2023,1,Region de Murcia,America,Honduras,37,551,14
2023,1,Region de Murcia,America,Mexico,181,1412,7
2023,1,Region de Murcia,America,Nicaragua,30,354,11
2023,1,Region de Murcia,America,Paraguay,49,529,10
2023,1,Region de Murcia,America,Peru,34,493,14
2023,1,Region de Murcia,America,Venezuela,43,740,17
2023,2,Andalucia,America,Argentina,2531,23179,9
2023,2,Andalucia,America,Bolivia,43,359,8
2023,2,Andalucia,America,Brasil,2593,17427,6
2023,2,Andalucia,America,Canada,6335,43620,6
2023,2,Andalucia,America,Chile,621,4679,7
2023,2,Andalucia,America,Colombia,2274,22596,9
2023,2,Andalucia,America,Costa Rica,63,658,10
2023,2,Andalucia,America,Cuba,35,155,4
2023,2,Andalucia,America,Ecuador,155,1279,8
2023,2,Andalucia,America,El Salvador,62,576,9
2023,2,Andalucia,America,Estados Unidos de America,17182,117763,6
2023,2,Andalucia,America,Guatemala,65,628,9
2023,2,Andalucia,America,Honduras,172,1041,6
2023,2,Andalucia,America,Mexico,2308,14022,6
2023,2,Andalucia,America,Nicaragua,219,1584,7
2023,2,Andalucia,America,Panama,154,1177,7
2023,2,Andalucia,America,Paraguay,392,3053,7
2023,2,Andalucia,America,Peru,414,4311,10
2023,2,Andalucia,America,Republica Dominicana,55,431,7
2023,2,Andalucia,America,Uruguay,109,965,8
2023,2,Andalucia,America,Venezuela,266,3298,12
2023,2,Aragon,America,Argentina,153,1208,7
2023,2,Aragon,America,Brasil,162,1199,7
2023,2,Aragon,America,Canada,48,378,7
2023,2,Aragon,America,Chile,69,447,6
2023,2,Aragon,America,Colombia,555,5331,9
2023,2,Aragon,America,Ecuador,61,727,11
2023,2,Aragon,America,Estados Unidos de America,756,6544,8
2023,2,Aragon,America,Honduras,30,223,7
2023,2,Aragon,America,Mexico,435,3328,7
2023,2,Aragon,America,Nicaragua,151,1168,7
2023,2,Aragon,America,Peru,99,942,9
2023,2,Aragon,America,Venezuela,61,717,11
2023,2,Canarias,America,Argentina,405,3895,9
2023,2,Canarias,America,Brasil,535,3667,6
2023,2,Canarias,America,Canada,1598,11440,7
2023,2,Canarias,America,Chile,139,922,6
2023,2,Canarias,America,Colombia,1226,11348,9
2023,2,Canarias,America,Ecuador,93,1077,11
2023,2,Canarias,America,Estados Unidos de America,3793,27641,7
2023,2,Canarias,America,Honduras,45,276,6
2023,2,Canarias,America,Mexico,350,2157,6
2023,2,Canarias,America,Panama,74,520,7
2023,2,Canarias,America,Paraguay,53,365,6
2023,2,Canarias,America,Peru,48,443,9
2023,2,Canarias,America,Uruguay,87,939,10
2023,2,Canarias,America,Venezuela,523,6352,12
2023,2,Cantabria,America,Argentina,68,755,11
2023,2,Cantabria,America,Brasil,75,780,10
2023,2,Cantabria,America,Colombia,223,2408,10
2023,2,Cantabria,America,Estados Unidos de America,445,3338,7
2023,2,Cantabria,America,Mexico,212,1314,6
2023,2,Cantabria,America,Peru,69,780,11
2023,2,Castilla - La Mancha,America,Argentina,240,1264,5
2023,2,Castilla - La Mancha,America,Brasil,223,1736,7
2023,2,Castilla - La Mancha,America,Canada,88,453,5
2023,2,Castilla - La Mancha,America,Chile,116,648,5
2023,2,Castilla - La Mancha,America,Colombia,625,6021,9
2023,2,Castilla - La Mancha,America,Ecuador,57,431,7
2023,2,Castilla - La Mancha,America,Estados Unidos de America,810,6654,8
2023,2,Castilla - La Mancha,America,Guatemala,30,280,9
2023,2,Castilla - La Mancha,America,Honduras,44,318,7
2023,2,Castilla - La Mancha,America,Mexico,553,3241,5
